Teneur en P2O5 (%),Teneur en CaO (%),Teneur en SiO2 (%),Humidité (%),Granulométrie (mm),Site d'extraction,Qualité du Phosphate
31.89,48.13,0.6,1.99,0.58,Sidi Chennane,Moyenne
31.15,25.99,4.78,2.57,0.67,Sidi Dawui,Moyenne
23.32,29.66,0.6,6.01,0.24,Sidi Chennane,Moyenne
35.21,47.9,0.6,1.48,1.17,Sidi Chennane,Haute
21.69,22.9,1.26,2.1,0.36,Sidi Dawui,Moyenne
43.34,46.57,0.5,9.36,0.74,Sidi Dawui,Haute
42.24,43.55,2.04,9.5,2.22,Sidi Dawui,Haute
27.88,38.97,0.6,1.91,1.21,Sidi Chennane,Moyenne
44.25,43.33,0.5,12.81,1.28,Sidi Dawui,Haute
24.27,34.36,3.16,12.85,2.6,Sidi Chennane,Moyenne
27.2,20.0,3.24,5.7,1.69,Sidi Dawui,Moyenne
42.46,42.06,0.5,7.47,0.88,Sidi Dawui,Haute
29.64,39.01,0.6,12.02,0.2,Sidi Chennane,Moyenne
42.56,31.74,0.5,11.44,0.7,Sidi Dawui,Haute
22.78,45.15,8.86,5.44,0.91,Sidi Chennane,Moyenne
25.98,27.23,3.04,4.76,0.98,Sidi Dawui,Moyenne
23.71,34.31,0.6,9.97,0.27,Sidi Chennane,Moyenne
28.44,38.73,0.6,5.45,1.14,Sidi Chennane,Moyenne
41.82,46.52,0.5,10.34,1.77,Sidi Dawui,Haute
19.79,23.48,0.6,1.94,0.73,Sidi Chennane,Faible
35.37,33.67,1.88,10.08,1.4,Sidi Dawui,Haute
14.25,20.0,0.6,11.78,0.57,Sidi Chennane,Faible
28.71,46.07,0.6,13.57,1.18,Sidi Chennane,Moyenne
25.37,22.14,1.57,6.84,4.38,Sidi Dawui,Moyenne
39.65,46.36,0.5,8.4,0.7,Sidi Dawui,Haute
22.04,21.7,0.5,4.33,0.39,Sidi Dawui,Moyenne
41.89,46.88,0.5,2.26,1.77,Sidi Dawui,Haute
35.43,37.61,0.5,2.6,0.79,Sidi Dawui,Haute
25.39,29.53,3.7,12.67,0.52,Sidi Dawui,Moyenne
26.86,33.21,9.39,8.12,0.54,Sidi Chennane,Moyenne
18.78,30.91,0.6,5.64,1.18,Sidi Chennane,Faible
39.32,28.05,0.5,12.96,1.01,Sidi Dawui,Haute
20.77,30.2,1.16,1.71,2.73,Sidi Chennane,Moyenne
11.66,20.0,8.59,8.91,1.36,Sidi Chennane,Faible
23.56,20.0,2.36,11.86,2.11,Sidi Dawui,Moyenne
19.79,24.65,5.88,1.87,0.99,Sidi Chennane,Faible
31.12,40.52,0.6,1.81,1.45,Sidi Chennane,Moyenne
28.18,39.47,0.6,0.5,0.94,Sidi Chennane,Moyenne
47.28,43.46,1.55,14.13,4.16,Sidi Dawui,Haute
47.55,48.13,0.5,10.38,1.42,Sidi Dawui,Haute
27.63,24.1,0.5,1.07,0.31,Sidi Dawui,Moyenne
21.31,28.53,0.6,10.07,0.84,Sidi Chennane,Moyenne
28.76,27.48,1.69,4.55,1.17,Sidi Dawui,Moyenne
18.27,27.13,0.75,1.64,0.97,Sidi Chennane,Faible
10.9,20.0,0.6,14.88,1.91,Sidi Chennane,Faible
22.41,36.62,0.6,2.7,0.67,Sidi Chennane,Moyenne
14.4,21.56,0.6,11.98,1.0,Sidi Chennane,Faible
32.19,34.32,0.5,13.22,2.04,Sidi Dawui,Moyenne
35.83,54.24,0.6,7.95,0.32,Sidi Chennane,Haute
19.29,26.52,1.19,14.64,0.46,Sidi Chennane,Faible
34.27,39.02,0.5,1.8,4.6,Sidi Dawui,Moyenne
40.75,35.02,2.45,14.41,0.74,Sidi Dawui,Haute
24.27,24.01,0.6,1.06,1.95,Sidi Chennane,Moyenne
35.16,29.53,0.5,7.16,2.36,Sidi Dawui,Haute
20.22,35.51,0.6,12.83,0.35,Sidi Chennane,Moyenne
30.39,29.01,0.5,8.3,0.5,Sidi Dawui,Moyenne
23.76,24.77,1.23,8.75,1.01,Sidi Dawui,Moyenne
27.83,38.5,0.6,2.41,0.58,Sidi Chennane,Moyenne
16.65,20.0,1.91,14.77,1.38,Sidi Dawui,Faible
41.34,41.79,0.5,3.47,1.52,Sidi Dawui,Haute
13.66,20.0,2.88,12.88,1.18,Sidi Chennane,Faible
41.26,45.16,0.5,14.35,0.96,Sidi Dawui,Haute
29.28,27.18,0.5,4.21,1.58,Sidi Dawui,Moyenne
14.74,22.51,0.6,10.96,2.6,Sidi Chennane,Faible
26.15,36.76,0.6,1.21,2.83,Sidi Chennane,Moyenne
40.95,40.27,0.5,11.12,1.24,Sidi Dawui,Haute
28.51,24.92,0.5,7.27,0.5,Sidi Dawui,Moyenne
27.04,37.76,5.81,1.77,0.87,Sidi Chennane,Moyenne
13.0,20.0,0.5,13.42,1.72,Sidi Dawui,Faible
20.48,24.04,6.65,10.18,2.41,Sidi Dawui,Moyenne
30.64,32.79,0.6,2.53,2.35,Sidi Chennane,Moyenne
21.09,34.63,9.59,7.99,0.87,Sidi Chennane,Moyenne
10.77,20.0,6.9,4.89,1.2,Sidi Chennane,Faible
18.1,28.3,4.96,10.66,1.52,Sidi Chennane,Faible
24.1,20.99,0.5,9.41,3.22,Sidi Dawui,Moyenne
30.99,33.69,0.5,2.84,0.55,Sidi Dawui,Moyenne
29.13,28.58,0.5,3.63,1.44,Sidi Dawui,Moyenne
34.13,26.61,0.5,10.57,0.66,Sidi Dawui,Moyenne
31.87,38.53,3.79,10.13,2.55,Sidi Dawui,Moyenne
44.87,50.24,0.5,4.68,0.97,Sidi Dawui,Haute
36.36,39.18,0.5,7.17,1.21,Sidi Dawui,Haute
36.66,33.05,2.03,7.01,0.51,Sidi Dawui,Haute
43.1,48.48,1.43,1.87,0.71,Sidi Dawui,Haute
28.96,23.24,0.5,9.32,4.89,Sidi Dawui,Moyenne
14.55,20.0,0.6,3.97,1.64,Sidi Chennane,Faible
30.1,33.03,6.73,6.9,1.16,Sidi Chennane,Moyenne
23.36,28.95,0.6,1.08,3.0,Sidi Chennane,Moyenne
33.77,29.85,0.5,9.21,3.34,Sidi Dawui,Moyenne
26.74,24.95,0.5,12.59,0.97,Sidi Dawui,Moyenne
26.89,25.27,4.07,8.54,0.54,Sidi Dawui,Moyenne
40.21,36.19,0.5,8.95,0.89,Sidi Dawui,Haute
28.7,27.96,0.6,10.1,0.75,Sidi Chennane,Moyenne
27.44,40.8,0.6,2.95,1.08,Sidi Chennane,Moyenne
27.5,38.1,0.6,1.03,1.24,Sidi Chennane,Moyenne
26.08,33.64,0.6,12.81,7.52,Sidi Chennane,Moyenne
33.7,40.94,0.5,12.7,0.44,Sidi Dawui,Moyenne
30.9,29.75,0.5,8.17,0.35,Sidi Dawui,Moyenne
30.13,43.91,0.6,2.96,0.62,Sidi Chennane,Moyenne
20.15,32.66,0.68,12.26,0.09,Sidi Chennane,Moyenne
35.87,27.65,0.5,3.3,0.22,Sidi Dawui,Haute
25.18,25.1,0.5,12.91,0.35,Sidi Dawui,Moyenne
26.5,29.73,0.5,6.36,2.48,Sidi Dawui,Moyenne
30.35,29.92,0.5,0.86,0.34,Sidi Dawui,Moyenne
17.44,20.13,10.35,12.25,0.26,Sidi Chennane,Faible
39.76,36.81,0.5,8.41,0.51,Sidi Dawui,Haute
14.01,20.82,4.11,4.78,1.38,Sidi Chennane,Faible
23.13,22.58,9.48,6.79,0.66,Sidi Chennane,Moyenne
33.71,26.69,0.5,13.29,0.76,Sidi Dawui,Moyenne
16.02,20.89,0.5,3.05,0.63,Sidi Dawui,Faible
19.72,30.61,0.6,1.56,0.35,Sidi Chennane,Faible
34.83,42.78,0.5,11.77,0.48,Sidi Dawui,Moyenne
36.4,41.25,0.5,9.33,0.52,Sidi Dawui,Haute
30.64,32.5,0.5,13.05,1.66,Sidi Dawui,Moyenne
38.66,36.82,0.5,4.7,0.41,Sidi Dawui,Haute
31.51,33.35,2.9,8.42,2.26,Sidi Dawui,Moyenne
22.59,39.9,0.6,0.64,1.73,Sidi Chennane,Moyenne
34.79,39.21,2.97,12.7,0.29,Sidi Dawui,Moyenne
28.34,41.99,0.6,2.87,1.36,Sidi Chennane,Moyenne
26.35,25.65,7.01,1.72,1.05,Sidi Dawui,Moyenne
19.43,30.22,0.6,7.27,2.97,Sidi Chennane,Faible
26.41,24.25,0.68,11.17,0.52,Sidi Dawui,Moyenne
29.48,31.74,0.5,3.15,1.69,Sidi Dawui,Moyenne
31.49,40.6,0.6,3.5,1.89,Sidi Chennane,Moyenne
37.71,35.66,0.5,4.73,0.25,Sidi Dawui,Haute
15.37,20.0,0.6,12.17,2.85,Sidi Chennane,Faible
27.04,25.21,0.5,11.21,0.56,Sidi Dawui,Moyenne
24.85,32.12,6.12,4.05,1.46,Sidi Chennane,Moyenne
24.25,30.56,0.5,3.83,0.84,Sidi Dawui,Moyenne
17.93,22.34,3.67,13.6,0.86,Sidi Chennane,Faible
30.97,47.39,0.6,9.22,0.52,Sidi Chennane,Moyenne
26.92,23.0,0.5,3.37,0.62,Sidi Dawui,Moyenne
28.51,41.48,6.8,2.11,1.43,Sidi Chennane,Moyenne
30.41,45.88,0.6,0.99,3.11,Sidi Chennane,Moyenne
17.88,20.0,2.06,3.7,0.38,Sidi Chennane,Faible
24.4,20.0,1.37,10.8,0.65,Sidi Dawui,Moyenne
29.99,25.58,5.1,5.57,1.23,Sidi Dawui,Moyenne
15.64,20.0,0.6,14.48,1.18,Sidi Chennane,Faible
33.6,34.04,6.58,4.86,1.49,Sidi Dawui,Moyenne
30.63,31.77,4.81,2.25,2.53,Sidi Dawui,Moyenne
24.77,29.93,0.6,2.65,0.25,Sidi Chennane,Moyenne
31.3,46.08,0.6,7.33,0.63,Sidi Chennane,Moyenne
39.94,37.33,0.5,14.06,2.31,Sidi Dawui,Haute
36.95,36.39,0.5,13.5,0.87,Sidi Dawui,Haute
10.11,20.0,6.37,2.75,0.4,Sidi Chennane,Faible
25.29,39.28,0.6,11.32,0.36,Sidi Chennane,Moyenne
48.18,60.0,1.57,11.29,0.99,Sidi Dawui,Haute
13.0,20.0,3.92,2.48,0.72,Sidi Dawui,Faible
38.77,47.09,0.5,4.47,5.62,Sidi Dawui,Haute
21.5,24.35,0.6,1.14,0.88,Sidi Chennane,Moyenne
24.77,22.19,4.77,1.12,0.54,Sidi Dawui,Moyenne
39.79,43.25,0.5,6.63,2.72,Sidi Dawui,Haute
33.27,59.21,0.6,7.26,0.94,Sidi Chennane,Moyenne
27.38,43.51,0.6,0.49,1.86,Sidi Chennane,Moyenne
29.12,24.52,0.5,14.49,4.51,Sidi Dawui,Moyenne
16.56,22.32,0.6,7.29,3.26,Sidi Chennane,Faible
33.82,35.55,0.5,11.82,1.35,Sidi Dawui,Moyenne
40.45,39.42,0.61,9.52,1.79,Sidi Dawui,Haute
20.06,25.42,0.6,9.29,2.94,Sidi Chennane,Moyenne
29.86,28.52,0.84,4.55,0.47,Sidi Dawui,Moyenne
50.0,58.05,0.5,13.31,0.35,Sidi Dawui,Haute
29.3,35.25,0.6,4.5,5.01,Sidi Chennane,Moyenne
42.97,49.47,0.5,14.27,0.37,Sidi Dawui,Haute
19.21,20.0,2.07,0.59,6.14,Sidi Dawui,Faible
18.04,25.77,0.6,1.72,0.57,Sidi Chennane,Faible
22.97,38.46,0.6,10.9,0.49,Sidi Chennane,Moyenne
23.39,22.94,0.5,9.13,1.89,Sidi Dawui,Moyenne
32.58,54.16,0.6,10.76,0.28,Sidi Chennane,Moyenne
45.33,38.16,0.5,9.62,7.82,Sidi Dawui,Haute
27.64,29.49,2.41,7.91,4.66,Sidi Dawui,Moyenne
33.74,55.03,0.6,0.47,3.43,Sidi Chennane,Moyenne
32.46,28.32,0.5,12.13,0.3,Sidi Dawui,Moyenne
50.0,54.52,0.5,7.65,2.82,Sidi Dawui,Haute
33.82,33.0,1.57,1.59,2.59,Sidi Dawui,Moyenne
26.13,38.96,0.6,2.89,1.14,Sidi Chennane,Moyenne
45.24,48.54,0.5,9.93,1.96,Sidi Dawui,Haute
44.13,37.94,0.5,1.16,1.64,Sidi Dawui,Haute
25.72,36.8,0.6,13.04,0.38,Sidi Chennane,Moyenne
31.22,38.86,1.46,11.86,0.7,Sidi Dawui,Moyenne
25.74,43.21,0.6,4.59,0.79,Sidi Chennane,Moyenne
25.07,28.13,0.5,13.25,0.3,Sidi Dawui,Moyenne
33.88,32.88,0.5,13.28,1.83,Sidi Dawui,Moyenne
22.41,29.74,1.11,12.57,2.47,Sidi Dawui,Moyenne
11.28,20.0,7.48,4.61,1.44,Sidi Chennane,Faible
22.82,33.15,4.9,9.84,4.48,Sidi Chennane,Moyenne
43.99,45.48,0.5,6.77,1.32,Sidi Dawui,Haute
40.92,38.04,0.5,8.08,1.02,Sidi Dawui,Haute
21.98,33.68,3.09,6.15,0.64,Sidi Chennane,Moyenne
48.4,52.81,3.7,0.06,1.25,Sidi Dawui,Haute
27.32,30.27,2.85,0.15,0.12,Sidi Dawui,Moyenne
15.05,20.0,1.95,11.59,4.1,Sidi Dawui,Faible
10.0,20.0,6.72,14.2,1.37,Sidi Chennane,Faible
21.75,22.56,4.15,3.44,2.48,Sidi Dawui,Moyenne
39.93,44.27,0.5,8.16,2.5,Sidi Dawui,Haute
26.72,22.7,4.87,4.59,1.8,Sidi Dawui,Moyenne
36.69,36.18,0.5,7.16,0.44,Sidi Dawui,Haute
47.48,57.28,0.5,1.77,0.07,Sidi Dawui,Haute
22.49,20.0,2.92,10.88,5.73,Sidi Dawui,Moyenne
36.85,35.25,1.03,7.74,1.01,Sidi Dawui,Haute
37.4,45.96,0.5,4.63,0.76,Sidi Dawui,Haute
24.67,25.27,0.5,9.95,0.81,Sidi Dawui,Moyenne
44.82,41.2,0.5,7.67,0.69,Sidi Dawui,Haute
20.69,29.85,0.6,6.06,0.99,Sidi Chennane,Moyenne
20.08,32.69,2.86,8.0,0.94,Sidi Chennane,Moyenne
50.0,50.1,0.5,14.31,1.1,Sidi Dawui,Haute
25.79,40.68,4.31,1.04,0.82,Sidi Chennane,Moyenne
40.92,42.4,0.5,13.86,2.04,Sidi Dawui,Haute
44.83,47.02,0.5,1.89,1.79,Sidi Dawui,Haute
26.58,29.29,3.05,3.1,0.65,Sidi Dawui,Moyenne
43.87,41.88,0.5,14.69,1.17,Sidi Dawui,Haute
19.34,23.87,0.6,12.15,0.39,Sidi Chennane,Faible
27.54,29.55,4.2,5.28,1.65,Sidi Dawui,Moyenne
30.02,29.41,0.5,6.07,3.86,Sidi Dawui,Moyenne
26.84,24.99,6.78,4.49,2.03,Sidi Dawui,Moyenne
39.98,43.22,0.5,3.38,0.94,Sidi Dawui,Haute
24.18,41.8,4.29,0.91,0.46,Sidi Chennane,Moyenne
19.41,27.36,0.6,0.51,1.73,Sidi Chennane,Faible
38.64,38.69,0.5,7.52,0.62,Sidi Dawui,Haute
30.0,24.54,1.64,7.95,1.02,Sidi Dawui,Moyenne
20.43,28.5,0.6,11.42,1.85,Sidi Chennane,Moyenne
22.81,34.06,0.6,1.43,0.53,Sidi Chennane,Moyenne
25.42,36.6,0.6,7.72,1.09,Sidi Chennane,Moyenne
24.96,34.04,0.6,13.87,0.44,Sidi Chennane,Moyenne
29.19,32.45,0.5,12.79,0.77,Sidi Dawui,Moyenne
40.21,40.57,0.55,8.02,0.7,Sidi Dawui,Haute
30.48,42.61,0.5,2.0,2.67,Sidi Dawui,Moyenne
26.54,27.39,0.5,2.34,1.19,Sidi Dawui,Moyenne
19.14,20.0,2.51,7.16,0.59,Sidi Dawui,Faible
41.45,34.36,0.5,9.26,0.72,Sidi Dawui,Haute
32.61,35.28,0.5,14.68,2.27,Sidi Dawui,Moyenne
34.42,31.01,0.5,12.47,0.29,Sidi Dawui,Moyenne
29.09,38.26,0.6,6.22,0.53,Sidi Chennane,Moyenne
19.49,22.79,0.6,5.25,0.44,Sidi Chennane,Faible
19.99,20.0,0.5,0.2,1.15,Sidi Dawui,Faible
22.94,34.12,0.6,0.12,1.11,Sidi Chennane,Moyenne
35.3,37.4,1.13,7.12,0.89,Sidi Dawui,Haute
30.11,25.38,0.5,1.04,0.95,Sidi Dawui,Moyenne
45.91,51.6,3.47,2.35,0.34,Sidi Dawui,Haute
13.0,20.0,5.56,14.71,0.48,Sidi Dawui,Faible
42.69,45.57,0.76,10.76,1.61,Sidi Dawui,Haute
27.48,41.76,0.79,6.78,0.31,Sidi Chennane,Moyenne
36.66,31.39,0.53,12.87,0.81,Sidi Dawui,Haute
13.0,20.0,4.72,2.66,2.17,Sidi Dawui,Faible
44.18,46.78,0.5,5.84,1.19,Sidi Dawui,Haute
23.16,21.16,1.88,4.42,0.58,Sidi Dawui,Moyenne
19.3,27.06,0.6,14.93,1.79,Sidi Chennane,Faible
30.95,34.22,0.5,13.52,0.56,Sidi Dawui,Moyenne
36.21,38.88,0.5,7.89,1.05,Sidi Dawui,Haute
38.32,32.92,2.66,6.36,0.54,Sidi Dawui,Haute
40.62,40.29,0.5,14.97,0.31,Sidi Dawui,Haute
27.64,34.18,0.6,3.09,0.91,Sidi Chennane,Moyenne
34.8,39.46,0.5,6.12,2.64,Sidi Dawui,Moyenne
36.28,44.86,0.5,10.68,2.5,Sidi Dawui,Haute
15.63,20.0,0.6,10.56,1.81,Sidi Chennane,Faible
25.67,25.54,0.5,8.61,1.78,Sidi Dawui,Moyenne
28.14,46.39,0.6,14.28,1.84,Sidi Chennane,Moyenne
40.12,40.27,0.5,3.7,0.85,Sidi Dawui,Haute
39.09,42.46,0.9,8.53,0.37,Sidi Dawui,Haute
27.82,28.04,2.92,12.16,1.14,Sidi Dawui,Moyenne
40.79,34.15,0.5,3.49,2.12,Sidi Dawui,Haute
21.93,22.33,0.5,13.07,2.0,Sidi Dawui,Moyenne
42.3,49.64,0.5,9.59,1.21,Sidi Dawui,Haute
30.13,31.58,0.5,5.72,1.31,Sidi Dawui,Moyenne
33.11,59.77,0.6,9.72,0.33,Sidi Chennane,Moyenne
12.91,20.0,6.17,13.92,3.48,Sidi Chennane,Faible
48.55,51.38,0.5,14.82,0.91,Sidi Dawui,Haute
29.21,26.3,2.58,4.22,0.19,Sidi Dawui,Moyenne
20.11,25.13,12.66,13.64,0.9,Sidi Chennane,Moyenne
23.73,41.31,0.6,0.58,1.07,Sidi Chennane,Moyenne
18.11,25.13,0.6,0.11,1.54,Sidi Chennane,Faible
31.84,30.12,0.5,9.02,0.94,Sidi Dawui,Moyenne
17.85,27.15,2.79,7.22,0.63,Sidi Chennane,Faible
18.08,20.0,6.63,7.04,0.65,Sidi Chennane,Faible
25.57,44.63,0.6,3.51,1.0,Sidi Chennane,Moyenne
24.3,31.41,0.5,8.96,0.86,Sidi Dawui,Moyenne
17.66,29.1,0.6,0.25,4.93,Sidi Chennane,Faible
13.85,21.28,0.6,6.51,0.77,Sidi Chennane,Faible
19.33,26.98,1.31,5.5,0.54,Sidi Chennane,Faible
30.76,37.09,0.6,2.9,2.38,Sidi Chennane,Moyenne
17.17,29.36,1.33,7.66,1.0,Sidi Chennane,Faible
17.89,29.49,10.07,10.35,2.07,Sidi Chennane,Faible
34.26,36.64,0.55,12.19,0.93,Sidi Dawui,Moyenne
29.13,30.62,0.5,6.93,1.77,Sidi Dawui,Moyenne
36.54,55.22,0.6,3.6,2.75,Sidi Chennane,Haute
21.48,28.51,0.6,3.15,3.13,Sidi Chennane,Moyenne
35.55,49.23,0.5,8.69,1.84,Sidi Dawui,Haute
41.09,39.28,0.5,5.84,0.19,Sidi Dawui,Haute
40.91,38.23,0.5,4.76,0.3,Sidi Dawui,Haute
34.62,40.59,0.5,7.84,1.27,Sidi Dawui,Moyenne
21.48,30.89,9.96,8.35,0.31,Sidi Chennane,Moyenne
50.0,50.77,0.5,3.51,0.42,Sidi Dawui,Haute
31.59,38.47,0.5,5.67,2.05,Sidi Dawui,Moyenne
19.72,31.45,1.64,10.62,0.59,Sidi Chennane,Faible
26.62,29.61,0.5,5.81,0.63,Sidi Dawui,Moyenne
11.62,20.0,1.82,6.66,0.73,Sidi Chennane,Faible
39.98,42.44,1.4,9.6,2.64,Sidi Dawui,Haute
10.0,20.0,2.35,2.86,2.75,Sidi Chennane,Faible
32.45,30.18,0.5,13.0,6.49,Sidi Dawui,Moyenne
30.64,31.46,5.65,5.08,1.98,Sidi Dawui,Moyenne
50.0,52.59,0.5,10.31,3.53,Sidi Dawui,Haute
10.96,20.0,8.26,4.46,0.57,Sidi Chennane,Faible
24.3,27.18,0.5,9.72,0.32,Sidi Dawui,Moyenne
31.26,35.33,0.5,4.16,1.62,Sidi Dawui,Moyenne
21.26,24.35,0.6,11.22,0.86,Sidi Chennane,Moyenne
27.5,37.49,0.5,1.57,3.8,Sidi Dawui,Moyenne
21.99,31.64,0.6,4.61,0.74,Sidi Chennane,Moyenne
14.56,24.96,4.63,8.51,0.61,Sidi Chennane,Faible
24.75,21.92,0.6,9.5,0.79,Sidi Chennane,Moyenne
13.0,20.0,2.09,2.07,0.97,Sidi Dawui,Faible
22.34,25.01,1.74,4.79,1.03,Sidi Chennane,Moyenne
27.04,23.45,1.26,1.53,1.13,Sidi Dawui,Moyenne
28.9,42.07,3.05,12.52,2.94,Sidi Chennane,Moyenne
48.47,45.98,0.5,14.75,0.4,Sidi Dawui,Haute
29.49,35.45,0.5,4.26,2.03,Sidi Dawui,Moyenne
45.16,57.44,0.5,7.25,1.75,Sidi Dawui,Haute
20.51,25.22,2.8,7.6,1.29,Sidi Chennane,Moyenne
23.71,21.93,0.5,2.47,1.43,Sidi Dawui,Moyenne
48.39,40.71,0.5,10.01,0.7,Sidi Dawui,Haute
37.24,43.86,0.5,7.75,0.33,Sidi Dawui,Haute
22.53,33.34,7.26,7.71,1.36,Sidi Chennane,Moyenne
26.83,38.95,0.6,0.88,0.68,Sidi Chennane,Moyenne
35.0,36.68,1.22,1.2,1.59,Sidi Dawui,Haute
31.87,30.34,0.5,14.46,0.77,Sidi Dawui,Moyenne
14.14,20.0,5.52,14.1,1.98,Sidi Chennane,Faible
30.04,30.27,3.48,0.27,2.34,Sidi Dawui,Moyenne
38.17,36.6,1.57,8.11,2.09,Sidi Dawui,Haute
31.38,33.06,2.72,0.97,2.72,Sidi Dawui,Moyenne
28.18,30.49,0.6,11.9,0.99,Sidi Chennane,Moyenne
35.99,37.02,0.5,0.74,2.23,Sidi Dawui,Haute
16.97,21.91,4.1,8.24,0.74,Sidi Chennane,Faible
20.5,20.97,3.36,9.29,0.65,Sidi Dawui,Moyenne
31.07,35.4,1.77,1.44,1.07,Sidi Dawui,Moyenne
27.73,25.36,0.5,8.92,2.86,Sidi Dawui,Moyenne
35.56,42.11,2.87,14.13,0.85,Sidi Dawui,Haute
17.98,20.0,0.6,1.46,2.06,Sidi Chennane,Faible
26.9,33.29,0.5,10.27,0.45,Sidi Dawui,Moyenne
29.13,50.1,0.6,4.07,0.22,Sidi Chennane,Moyenne
23.43,29.23,0.6,4.1,0.68,Sidi Chennane,Moyenne
26.11,22.58,5.32,8.16,0.96,Sidi Dawui,Moyenne
32.66,25.15,0.5,13.92,2.22,Sidi Dawui,Moyenne
31.19,51.43,0.6,3.46,0.83,Sidi Chennane,Moyenne
24.35,33.39,0.6,14.9,3.64,Sidi Chennane,Moyenne
37.9,35.54,0.5,1.37,1.49,Sidi Dawui,Haute
25.65,21.22,0.5,14.1,0.83,Sidi Dawui,Moyenne
41.84,53.5,0.5,0.27,1.2,Sidi Dawui,Haute
50.0,45.57,0.5,2.43,0.43,Sidi Dawui,Haute
17.51,25.39,6.58,14.65,0.83,Sidi Chennane,Faible
21.74,22.47,1.82,3.99,0.87,Sidi Dawui,Moyenne
34.1,32.01,2.95,0.11,1.17,Sidi Dawui,Moyenne
40.47,36.73,0.5,13.28,0.79,Sidi Dawui,Haute
31.67,29.87,2.04,13.71,1.45,Sidi Dawui,Moyenne
22.92,24.91,4.13,11.17,0.28,Sidi Dawui,Moyenne
31.51,29.83,0.5,14.09,2.42,Sidi Dawui,Moyenne
37.94,47.43,0.5,3.99,0.98,Sidi Dawui,Haute
28.8,25.35,0.82,9.68,1.84,Sidi Dawui,Moyenne
38.03,42.44,0.5,11.14,2.3,Sidi Dawui,Haute
43.1,31.45,0.5,14.6,1.16,Sidi Dawui,Haute
34.69,30.54,0.79,13.47,2.0,Sidi Dawui,Moyenne
22.32,28.2,0.6,0.89,1.33,Sidi Chennane,Moyenne
40.05,33.25,0.5,5.09,1.29,Sidi Dawui,Haute
24.71,25.79,2.89,9.23,0.68,Sidi Dawui,Moyenne
23.81,23.41,4.2,12.83,2.63,Sidi Dawui,Moyenne
30.07,20.0,0.5,4.19,1.09,Sidi Dawui,Moyenne
28.02,36.63,0.5,0.12,3.05,Sidi Dawui,Moyenne
17.44,25.87,8.71,2.8,0.41,Sidi Chennane,Faible
34.03,49.17,0.6,6.38,0.62,Sidi Chennane,Moyenne
50.0,60.0,1.41,0.92,0.41,Sidi Dawui,Haute
29.28,33.74,0.5,0.63,2.39,Sidi Dawui,Moyenne
23.08,31.81,0.6,6.02,1.61,Sidi Chennane,Moyenne
30.79,21.54,0.5,9.72,0.29,Sidi Dawui,Moyenne
42.58,46.28,0.5,10.66,0.51,Sidi Dawui,Haute
30.73,37.81,0.6,7.99,0.4,Sidi Chennane,Moyenne
16.33,20.0,5.42,6.54,2.28,Sidi Dawui,Faible
36.83,32.43,6.29,0.28,2.63,Sidi Dawui,Moyenne
14.27,20.0,15.2,3.94,0.69,Sidi Chennane,Faible
48.5,38.48,0.5,10.05,0.19,Sidi Dawui,Haute
36.51,29.42,0.5,6.74,0.21,Sidi Dawui,Haute
25.01,24.59,0.5,3.96,2.85,Sidi Dawui,Moyenne
20.98,29.36,5.36,3.44,2.69,Sidi Chennane,Moyenne
29.87,27.68,0.5,0.26,3.48,Sidi Dawui,Moyenne
25.81,49.05,0.6,12.38,0.91,Sidi Chennane,Moyenne
29.06,45.88,0.6,13.17,0.19,Sidi Chennane,Moyenne
15.27,22.09,4.46,5.49,1.48,Sidi Chennane,Faible
49.23,28.35,0.5,10.52,0.68,Sidi Dawui,Haute
47.11,53.1,0.5,0.97,4.12,Sidi Dawui,Haute
24.53,35.84,0.5,13.33,1.73,Sidi Dawui,Moyenne
33.16,32.2,0.5,13.6,1.17,Sidi Dawui,Moyenne
48.07,42.07,0.5,2.35,0.73,Sidi Dawui,Haute
30.27,44.82,0.6,11.71,2.93,Sidi Chennane,Moyenne
29.44,22.95,1.32,7.1,0.56,Sidi Dawui,Moyenne
39.91,42.75,0.5,10.22,0.33,Sidi Dawui,Haute
50.0,60.0,0.5,7.12,1.07,Sidi Dawui,Haute
23.16,30.0,0.6,1.18,2.39,Sidi Chennane,Moyenne
18.51,24.12,0.6,12.6,3.72,Sidi Chennane,Faible
34.07,33.65,0.5,1.29,0.28,Sidi Dawui,Moyenne
24.05,32.06,4.18,5.4,2.77,Sidi Chennane,Moyenne
27.73,21.28,0.5,14.79,0.95,Sidi Dawui,Moyenne
36.52,34.35,0.64,6.4,1.91,Sidi Dawui,Haute
21.08,20.0,6.7,12.3,0.32,Sidi Dawui,Moyenne
26.44,32.0,1.26,2.53,0.74,Sidi Dawui,Moyenne
27.28,46.4,0.6,12.45,1.68,Sidi Chennane,Moyenne
11.44,20.08,3.39,6.92,1.0,Sidi Chennane,Faible
28.19,45.74,0.6,7.65,0.91,Sidi Chennane,Moyenne
10.0,20.0,12.76,14.53,0.76,Sidi Chennane,Faible
11.59,20.0,0.6,13.29,1.0,Sidi Chennane,Faible
19.36,33.66,6.01,5.22,1.02,Sidi Chennane,Faible
35.11,36.99,0.5,14.24,0.4,Sidi Dawui,Haute
44.56,36.0,0.5,1.55,0.64,Sidi Dawui,Haute
22.86,28.38,0.6,0.39,1.61,Sidi Chennane,Moyenne
